,dataset_name,model_name,layers,perplexity,test_len,n_layers
322,['SQUAD'],Uniform,"[8, 9]",26.478096256672025,762,2
323,['SQUAD'],Uniform,"[8, 10]",26.56322297468075,762,2
324,['SQUAD'],Uniform,"[8, 11]",31.25396666070157,762,2
325,['SQUAD'],Uniform,"[1, 2, 5]",33.80773849620417,762,3
326,['SQUAD'],Uniform,"[1, 2, 6]",28.962098187779745,762,3
327,['SQUAD'],Uniform,"[1, 2, 7]",28.360752282498048,762,3
328,['SQUAD'],Uniform,"[1, 2, 9]",24.701050185099778,762,3
329,['SQUAD'],Uniform,"[1, 2, 11]",31.37505693789665,762,3
330,['SQUAD'],Uniform,"[1, 3, 4]",30.15378094838297,762,3
331,['SQUAD'],Uniform,"[1, 3, 5]",30.90150746164506,762,3
332,['SQUAD'],Uniform,"[1, 3, 6]",26.99157005769091,762,3
333,['SQUAD'],Uniform,"[1, 3, 7]",26.74558898931063,762,3
334,['SQUAD'],Uniform,"[1, 3, 8]",24.171804798502805,762,3
335,['SQUAD'],Uniform,"[1, 3, 9]",23.501459615462853,762,3
336,['SQUAD'],Uniform,"[1, 3, 10]",24.14799802044243,762,3
337,['SQUAD'],Uniform,"[1, 3, 11]",28.918759698194503,762,3
338,['SQUAD'],Uniform,"[1, 4, 5]",32.179963075929344,762,3
339,['SQUAD'],Uniform,"[1, 4, 6]",28.9129686716418,762,3
340,['SQUAD'],Uniform,"[1, 4, 7]",27.442490012824827,762,3
341,['SQUAD'],Uniform,"[1, 4, 8]",25.94838149860613,762,3
342,['SQUAD'],Uniform,"[1, 4, 9]",24.84061039393707,762,3
343,['SQUAD'],Uniform,"[1, 4, 10]",25.59746063495517,762,3
344,['SQUAD'],Uniform,"[1, 4, 11]",30.61976272952066,762,3
345,['SQUAD'],Uniform,"[1, 5, 6]",31.72520129710009,762,3
346,['SQUAD'],Uniform,"[1, 5, 7]",30.412604650033668,762,3
347,['SQUAD'],Uniform,"[1, 5, 10]",28.35369391458718,762,3
348,['SQUAD'],Uniform,"[1, 6, 9]",27.38208150292128,762,3
349,['SQUAD'],Uniform,"[1, 6, 11]",33.213253544342265,762,3
350,['SQUAD'],Uniform,"[1, 7, 8]",28.87337261020901,762,3
351,['SQUAD'],Uniform,"[1, 7, 9]",27.5918286302034,762,3
352,['SQUAD'],Uniform,"[1, 7, 10]",27.68524186460333,762,3
353,['SQUAD'],Uniform,"[1, 7, 11]",33.21232707442832,762,3
354,['SQUAD'],Uniform,"[1, 8, 10]",26.711170892741155,762,3
355,['SQUAD'],Uniform,"[1, 9, 10]",27.558509409758194,762,3
356,['SQUAD'],Uniform,"[1, 9, 11]",30.71072084637916,762,3
357,['SQUAD'],Uniform,"[1, 10, 11]",33.97470132500254,762,3
358,['SQUAD'],Uniform,"[2, 3, 4]",52.720641950698216,762,3
359,['SQUAD'],Uniform,"[2, 3, 7]",30.01381632310968,762,3
360,['SQUAD'],Uniform,"[2, 3, 8]",27.634957430826542,762,3
361,['SQUAD'],Uniform,"[2, 3, 10]",27.081407894948462,762,3
362,['SQUAD'],Uniform,"[2, 3, 11]",36.45918996867206,762,3
363,['SQUAD'],Uniform,"[2, 4, 5]",39.69746328966081,762,3
364,['SQUAD'],Uniform,"[2, 4, 6]",33.446154239289214,762,3
365,['SQUAD'],Uniform,"[2, 4, 7]",30.26752713488421,762,3
366,['SQUAD'],Uniform,"[2, 4, 8]",27.65533056931075,762,3
367,['SQUAD'],Uniform,"[2, 4, 9]",26.76981845665392,762,3
368,['SQUAD'],Uniform,"[2, 4, 11]",35.52140082530676,762,3
369,['SQUAD'],Uniform,"[2, 5, 6]",36.202261169393815,762,3
370,['SQUAD'],Uniform,"[2, 5, 7]",32.65839245642827,762,3
371,['SQUAD'],Uniform,"[2, 5, 8]",30.50315829187152,762,3
372,['SQUAD'],Uniform,"[2, 5, 9]",28.69601767284966,762,3
373,['SQUAD'],Uniform,"[2, 5, 10]",29.241199069554487,762,3
374,['SQUAD'],Uniform,"[2, 6, 9]",26.555579943241035,762,3
375,['SQUAD'],Uniform,"[2, 6, 10]",27.084371687368314,762,3
376,['SQUAD'],Uniform,"[2, 7, 8]",28.95251549145478,762,3
377,['SQUAD'],Uniform,"[2, 7, 9]",27.51891143737745,762,3
378,['SQUAD'],Uniform,"[2, 7, 10]",27.47044199239173,762,3
379,['SQUAD'],Uniform,"[2, 7, 11]",34.68245336830208,762,3
380,['SQUAD'],Uniform,"[2, 8, 10]",25.214678132160667,762,3
381,['SQUAD'],Uniform,"[2, 8, 11]",30.71560501300869,762,3
382,['SQUAD'],Uniform,"[2, 9, 10]",26.252068333396924,762,3
383,['SQUAD'],Uniform,"[2, 9, 11]",30.945854726388408,762,3
384,['SQUAD'],Uniform,"[2, 10, 11]",33.57609014699494,762,3
385,['SQUAD'],Uniform,"[3, 4, 5]",41.51592463482425,762,3
386,['SQUAD'],Uniform,"[3, 4, 6]",34.24348678806084,762,3
387,['SQUAD'],Uniform,"[3, 4, 7]",32.26340761180508,762,3
388,['SQUAD'],Uniform,"[3, 4, 9]",28.42168674503485,762,3
389,['SQUAD'],Uniform,"[3, 4, 10]",28.72301388530575,762,3
390,['SQUAD'],Uniform,"[3, 4, 11]",37.372030066888414,762,3
391,['SQUAD'],Uniform,"[3, 5, 7]",33.27347402644597,762,3
392,['SQUAD'],Uniform,"[3, 5, 8]",31.512743129761528,762,3
393,['SQUAD'],Uniform,"[3, 5, 9]",30.169673314653625,762,3
394,['SQUAD'],Uniform,"[3, 5, 11]",40.660105471809295,762,3
395,['SQUAD'],Uniform,"[3, 6, 7]",31.873868619554944,762,3
396,['SQUAD'],Uniform,"[3, 6, 8]",28.966655913880214,762,3
397,['SQUAD'],Uniform,"[3, 6, 10]",28.0085882567274,762,3
398,['SQUAD'],Uniform,"[3, 6, 11]",35.39621355431472,762,3
399,['SQUAD'],Uniform,"[3, 7, 8]",29.184797152760297,762,3
400,['SQUAD'],Uniform,"[3, 7, 9]",28.1146445210086,762,3
401,['SQUAD'],Uniform,"[3, 7, 10]",27.94705354351612,762,3
402,['SQUAD'],Uniform,"[3, 7, 11]",35.09324531578375,762,3
403,['SQUAD'],Uniform,"[3, 8, 9]",25.95655525292652,762,3
404,['SQUAD'],Uniform,"[3, 8, 10]",26.04622680473917,762,3
405,['SQUAD'],Uniform,"[3, 8, 11]",31.49861392493596,762,3
406,['SQUAD'],Uniform,"[3, 9, 10]",26.96638121565212,762,3
407,['SQUAD'],Uniform,"[3, 10, 11]",34.443292292795824,762,3
408,['SQUAD'],Uniform,"[4, 5, 7]",35.050633578190144,762,3
409,['SQUAD'],Uniform,"[4, 5, 8]",33.36248229176058,762,3
410,['SQUAD'],Uniform,"[4, 5, 10]",32.08779753069442,762,3
411,['SQUAD'],Uniform,"[4, 6, 8]",30.702689655633723,762,3
412,['SQUAD'],Uniform,"[4, 6, 9]",29.9180452582733,762,3
413,['SQUAD'],Uniform,"[4, 6, 11]",38.30106764930478,762,3
414,['SQUAD'],Uniform,"[4, 7, 8]",30.47184436131986,762,3
415,['SQUAD'],Uniform,"[4, 7, 10]",28.825864306170924,762,3
416,['SQUAD'],Uniform,"[4, 7, 11]",36.554192694036296,762,3
417,['SQUAD'],Uniform,"[4, 8, 9]",28.38055754082168,762,3
418,['SQUAD'],Uniform,"[4, 8, 10]",28.14556929658354,762,3
419,['SQUAD'],Uniform,"[4, 8, 11]",34.37425825358478,762,3
420,['SQUAD'],Uniform,"[4, 9, 10]",29.12494157435933,762,3
421,['SQUAD'],Uniform,"[4, 9, 11]",34.23076103533433,762,3
422,['SQUAD'],Uniform,"[4, 10, 11]",37.40205162631885,762,3
423,['SQUAD'],Uniform,"[5, 6, 7]",38.98151683293949,762,3
424,['SQUAD'],Uniform,"[5, 6, 9]",33.024244511190844,762,3
425,['SQUAD'],Uniform,"[5, 6, 10]",32.26432299609075,762,3
426,['SQUAD'],Uniform,"[5, 7, 9]",32.175897013264134,762,3
427,['SQUAD'],Uniform,"[5, 7, 10]",31.5579901609529,762,3
428,['SQUAD'],Uniform,"[5, 7, 11]",41.32176231158254,762,3
429,['SQUAD'],Uniform,"[5, 8, 9]",31.27704510275412,762,3
430,['SQUAD'],Uniform,"[5, 8, 10]",30.416745212892025,762,3
431,['SQUAD'],Uniform,"[5, 8, 11]",38.65531590613192,762,3
432,['SQUAD'],Uniform,"[5, 9, 10]",31.644393588709004,762,3
433,['SQUAD'],Uniform,"[5, 9, 11]",38.440166912692206,762,3
434,['SQUAD'],Uniform,"[5, 10, 11]",41.78816170838862,762,3
435,['SQUAD'],Uniform,"[6, 7, 9]",32.716936059435696,762,3
436,['SQUAD'],Uniform,"[6, 7, 10]",31.785171379437504,762,3
437,['SQUAD'],Uniform,"[6, 7, 11]",40.14307898337092,762,3
438,['SQUAD'],Uniform,"[6, 8, 9]",31.37400969986521,762,3
439,['SQUAD'],Uniform,"[6, 8, 10]",30.229153331556045,762,3
440,['SQUAD'],Uniform,"[6, 8, 11]",36.74256737685092,762,3
441,['SQUAD'],Uniform,"[6, 9, 10]",31.528915735145063,762,3
442,['SQUAD'],Uniform,"[6, 9, 11]",36.988574015679205,762,3
443,['SQUAD'],Uniform,"[7, 8, 9]",32.93653911989898,762,3
444,['SQUAD'],Uniform,"[7, 8, 10]",31.35497102503124,762,3
445,['SQUAD'],Uniform,"[7, 8, 11]",37.81237041220863,762,3
446,['SQUAD'],Uniform,"[7, 9, 10]",32.918969503485584,762,3
447,['SQUAD'],Uniform,"[7, 9, 11]",37.60002154545429,762,3
448,['SQUAD'],Uniform,"[7, 10, 11]",40.74820403896656,762,3
449,['SQUAD'],Uniform,"[8, 9, 10]",32.83375899997739,762,3
450,['SQUAD'],Uniform,"[8, 9, 11]",36.127858314845206,762,3
451,['SQUAD'],Uniform,"[8, 10, 11]",38.763849859913705,762,3
452,['SQUAD'],Uniform,"[1, 2, 3, 4]",124.43492902498814,762,4
453,['SQUAD'],Uniform,"[1, 2, 3, 6]",54.45594026275689,762,4
454,['SQUAD'],Uniform,"[1, 2, 3, 8]",44.74800435453706,762,4
455,['SQUAD'],Uniform,"[1, 2, 3, 9]",41.18317245944066,762,4
456,['SQUAD'],Uniform,"[1, 2, 3, 10]",42.23597324733092,762,4
457,['SQUAD'],Uniform,"[1, 2, 3, 11]",60.3877751298859,762,4
458,['SQUAD'],Uniform,"[1, 2, 4, 5]",56.24718915079095,762,4
459,['SQUAD'],Uniform,"[1, 2, 4, 6]",44.49243080134817,762,4
460,['SQUAD'],Uniform,"[1, 2, 4, 7]",37.95213787251818,762,4
461,['SQUAD'],Uniform,"[1, 2, 4, 8]",34.348869897798885,762,4
462,['SQUAD'],Uniform,"[1, 2, 4, 9]",32.813834506195505,762,4
463,['SQUAD'],Uniform,"[1, 2, 4, 10]",32.96721026569885,762,4
464,['SQUAD'],Uniform,"[1, 2, 4, 11]",46.516419817072816,762,4
465,['SQUAD'],Uniform,"[1, 2, 5, 6]",44.74757760634732,762,4
466,['SQUAD'],Uniform,"[1, 2, 5, 7]",38.84717293362666,762,4
467,['SQUAD'],Uniform,"[1, 2, 5, 8]",37.04945589443755,762,4
468,['SQUAD'],Uniform,"[1, 2, 5, 9]",34.22607679870587,762,4
469,['SQUAD'],Uniform,"[1, 2, 5, 10]",34.83712046751911,762,4
470,['SQUAD'],Uniform,"[1, 2, 5, 11]",49.16818382807662,762,4
471,['SQUAD'],Uniform,"[1, 2, 6, 7]",36.60754245773971,762,4
472,['SQUAD'],Uniform,"[1, 2, 6, 8]",31.6759835445536,762,4
473,['SQUAD'],Uniform,"[1, 2, 6, 9]",29.81719070135401,762,4
474,['SQUAD'],Uniform,"[1, 2, 6, 10]",30.663786076610293,762,4
475,['SQUAD'],Uniform,"[1, 2, 6, 11]",40.02042481139112,762,4
476,['SQUAD'],Uniform,"[1, 2, 7, 8]",33.08659128755184,762,4
477,['SQUAD'],Uniform,"[1, 2, 7, 9]",30.44638372527207,762,4
478,['SQUAD'],Uniform,"[1, 2, 7, 10]",30.496068409287204,762,4
479,['SQUAD'],Uniform,"[1, 2, 7, 11]",39.257337093209664,762,4
480,['SQUAD'],Uniform,"[1, 2, 8, 9]",27.756660730290747,762,4
481,['SQUAD'],Uniform,"[1, 2, 8, 10]",27.8849758872576,762,4
482,['SQUAD'],Uniform,"[1, 2, 9, 10]",28.844213170677623,762,4
483,['SQUAD'],Uniform,"[1, 2, 9, 11]",34.362147494964866,762,4
484,['SQUAD'],Uniform,"[1, 2, 10, 11]",37.48516430652493,762,4
485,['SQUAD'],Uniform,"[1, 3, 4, 5]",47.99235727292491,762,4
486,['SQUAD'],Uniform,"[1, 3, 4, 6]",38.62435284852023,762,4
487,['SQUAD'],Uniform,"[1, 3, 4, 7]",35.78532077277815,762,4
488,['SQUAD'],Uniform,"[1, 3, 4, 8]",32.94963214392049,762,4
489,['SQUAD'],Uniform,"[1, 3, 4, 9]",30.865884077272742,762,4
490,['SQUAD'],Uniform,"[1, 3, 4, 11]",41.05453106084188,762,4
491,['SQUAD'],Uniform,"[1, 3, 5, 6]",37.81074771613545,762,4
492,['SQUAD'],Uniform,"[1, 3, 5, 7]",35.19866708383452,762,4
493,['SQUAD'],Uniform,"[1, 3, 5, 8]",33.724971076450494,762,4
494,['SQUAD'],Uniform,"[1, 3, 5, 9]",31.87294151569743,762,4
495,['SQUAD'],Uniform,"[1, 3, 5, 10]",32.12420312294365,762,4
496,['SQUAD'],Uniform,"[1, 3, 5, 11]",42.22341802241904,762,4
497,['SQUAD'],Uniform,"[1, 3, 6, 7]",33.33446333765382,762,4
498,['SQUAD'],Uniform,"[1, 3, 6, 8]",29.63590365263164,762,4
499,['SQUAD'],Uniform,"[1, 3, 6, 9]",27.82628010623061,762,4
500,['SQUAD'],Uniform,"[1, 3, 6, 11]",35.78546581512272,762,4
501,['SQUAD'],Uniform,"[1, 3, 7, 8]",30.38448405036617,762,4
502,['SQUAD'],Uniform,"[1, 3, 7, 9]",28.763734133480128,762,4
503,['SQUAD'],Uniform,"[1, 3, 7, 10]",28.764200468246614,762,4
504,['SQUAD'],Uniform,"[1, 3, 7, 11]",35.67100584887412,762,4
505,['SQUAD'],Uniform,"[1, 3, 8, 9]",26.348822267615724,762,4
506,['SQUAD'],Uniform,"[1, 3, 8, 10]",26.38232058133369,762,4
507,['SQUAD'],Uniform,"[1, 3, 8, 11]",31.765186438146124,762,4
508,['SQUAD'],Uniform,"[1, 3, 9, 10]",27.19820913953957,762,4
509,['SQUAD'],Uniform,"[1, 3, 9, 11]",31.55096351690284,762,4
510,['SQUAD'],Uniform,"[1, 3, 10, 11]",34.39818913291765,762,4
511,['SQUAD'],Uniform,"[1, 4, 5, 6]",40.07355912822133,762,4
512,['SQUAD'],Uniform,"[1, 4, 5, 7]",36.41313987679859,762,4
513,['SQUAD'],Uniform,"[1, 4, 5, 8]",34.82179960552836,762,4
514,['SQUAD'],Uniform,"[1, 4, 5, 9]",33.49910482432779,762,4
515,['SQUAD'],Uniform,"[1, 4, 5, 11]",44.23842240230746,762,4
516,['SQUAD'],Uniform,"[1, 4, 6, 7]",34.548936099380654,762,4
517,['SQUAD'],Uniform,"[1, 4, 6, 8]",31.713592869580413,762,4
518,['SQUAD'],Uniform,"[1, 4, 6, 9]",30.377696969198645,762,4
519,['SQUAD'],Uniform,"[1, 4, 6, 10]",30.353053135321925,762,4
520,['SQUAD'],Uniform,"[1, 4, 6, 11]",38.735912057850776,762,4
521,['SQUAD'],Uniform,"[1, 4, 7, 8]",31.33403883817721,762,4
522,['SQUAD'],Uniform,"[1, 4, 7, 9]",29.556647316518585,762,4
523,['SQUAD'],Uniform,"[1, 4, 7, 10]",29.31395488978556,762,4
524,['SQUAD'],Uniform,"[1, 4, 7, 11]",36.46957034873404,762,4
525,['SQUAD'],Uniform,"[1, 4, 8, 9]",28.091441426457152,762,4
526,['SQUAD'],Uniform,"[1, 4, 8, 10]",28.18898565668352,762,4
527,['SQUAD'],Uniform,"[1, 4, 8, 11]",33.95304829313758,762,4
528,['SQUAD'],Uniform,"[1, 4, 9, 10]",28.761580862174544,762,4
529,['SQUAD'],Uniform,"[1, 4, 9, 11]",33.33822274332434,762,4
530,['SQUAD'],Uniform,"[1, 4, 10, 11]",36.55598806905372,762,4
531,['SQUAD'],Uniform,"[1, 5, 6, 7]",39.92998678733742,762,4
532,['SQUAD'],Uniform,"[1, 5, 6, 8]",34.97839739906173,762,4
533,['SQUAD'],Uniform,"[1, 5, 6, 10]",33.16083385354397,762,4
534,['SQUAD'],Uniform,"[1, 5, 6, 11]",43.61672566232927,762,4
535,['SQUAD'],Uniform,"[1, 5, 7, 8]",34.98381015319338,762,4
536,['SQUAD'],Uniform,"[1, 5, 7, 9]",32.69773729354142,762,4
537,['SQUAD'],Uniform,"[1, 5, 7, 10]",32.3648653300829,762,4
538,['SQUAD'],Uniform,"[1, 5, 7, 11]",41.14542653430696,762,4
539,['SQUAD'],Uniform,"[1, 5, 8, 10]",31.30856692239896,762,4
540,['SQUAD'],Uniform,"[1, 5, 8, 11]",38.81570452956596,762,4
541,['SQUAD'],Uniform,"[1, 5, 9, 10]",32.11944723176392,762,4
542,['SQUAD'],Uniform,"[1, 5, 9, 11]",38.0578354766509,762,4
543,['SQUAD'],Uniform,"[1, 5, 10, 11]",41.58817476789087,762,4
544,['SQUAD'],Uniform,"[1, 6, 7, 8]",35.4489128230201,762,4
545,['SQUAD'],Uniform,"[1, 6, 7, 9]",33.26042677648294,762,4
546,['SQUAD'],Uniform,"[1, 6, 7, 10]",32.59401601193652,762,4
547,['SQUAD'],Uniform,"[1, 6, 7, 11]",40.44022866031137,762,4
548,['SQUAD'],Uniform,"[1, 6, 8, 9]",31.82203024475661,762,4
549,['SQUAD'],Uniform,"[1, 6, 8, 10]",30.92367683067274,762,4
550,['SQUAD'],Uniform,"[1, 6, 8, 11]",37.02985120461052,762,4
551,['SQUAD'],Uniform,"[1, 6, 9, 10]",31.91736639746343,762,4
552,['SQUAD'],Uniform,"[1, 6, 10, 11]",40.12518547207021,762,4
553,['SQUAD'],Uniform,"[1, 7, 8, 9]",33.624620467416435,762,4
554,['SQUAD'],Uniform,"[1, 7, 8, 10]",32.229718011483364,762,4
555,['SQUAD'],Uniform,"[1, 7, 8, 11]",38.41985380925797,762,4
556,['SQUAD'],Uniform,"[1, 7, 9, 10]",33.35180941507987,762,4
557,['SQUAD'],Uniform,"[1, 7, 9, 11]",37.56390282875761,762,4
558,['SQUAD'],Uniform,"[1, 7, 10, 11]",40.86133803650792,762,4
559,['SQUAD'],Uniform,"[1, 8, 9, 10]",32.913483863341604,762,4
560,['SQUAD'],Uniform,"[1, 8, 10, 11]",38.60848020286723,762,4
561,['SQUAD'],Uniform,"[1, 9, 10, 11]",45.094935320841856,762,4
562,['SQUAD'],Uniform,"[2, 3, 4, 5]",86.07744395929338,762,4
563,['SQUAD'],Uniform,"[2, 3, 4, 6]",71.50980108608073,762,4
564,['SQUAD'],Uniform,"[2, 3, 4, 7]",57.55936602666903,762,4
565,['SQUAD'],Uniform,"[2, 3, 4, 8]",56.81577382507861,762,4
566,['SQUAD'],Uniform,"[2, 3, 4, 9]",51.67958740265295,762,4
567,['SQUAD'],Uniform,"[2, 3, 4, 10]",52.09214321440192,762,4
568,['SQUAD'],Uniform,"[2, 3, 4, 11]",82.73145025273067,762,4
569,['SQUAD'],Uniform,"[2, 3, 5, 6]",52.57072443991186,762,4
570,['SQUAD'],Uniform,"[2, 3, 5, 8]",43.00229968681293,762,4
571,['SQUAD'],Uniform,"[2, 3, 5, 9]",40.18367034983363,762,4
572,['SQUAD'],Uniform,"[2, 3, 5, 10]",39.98735770821959,762,4
573,['SQUAD'],Uniform,"[2, 3, 5, 11]",62.27222519875995,762,4
574,['SQUAD'],Uniform,"[2, 3, 6, 7]",40.96015456703954,762,4
575,['SQUAD'],Uniform,"[2, 3, 6, 8]",35.48737190840688,762,4
576,['SQUAD'],Uniform,"[2, 3, 6, 9]",33.8804972407503,762,4
577,['SQUAD'],Uniform,"[2, 3, 6, 10]",34.09063433503878,762,4
578,['SQUAD'],Uniform,"[2, 3, 6, 11]",48.35979492253424,762,4
579,['SQUAD'],Uniform,"[2, 3, 7, 9]",33.13171245254105,762,4
580,['SQUAD'],Uniform,"[2, 3, 7, 10]",32.03645140889777,762,4
581,['SQUAD'],Uniform,"[2, 3, 7, 11]",44.32273307387173,762,4
582,['SQUAD'],Uniform,"[2, 3, 8, 9]",30.358922692254705,762,4
583,['SQUAD'],Uniform,"[2, 3, 8, 10]",29.642871301118163,762,4
584,['SQUAD'],Uniform,"[2, 3, 8, 11]",39.18438075692602,762,4
585,['SQUAD'],Uniform,"[2, 3, 9, 10]",30.98153347476485,762,4
586,['SQUAD'],Uniform,"[2, 3, 10, 11]",43.05559466781793,762,4
587,['SQUAD'],Uniform,"[2, 4, 5, 6]",54.35936527236498,762,4
588,['SQUAD'],Uniform,"[2, 4, 5, 7]",43.7258646941714,762,4
589,['SQUAD'],Uniform,"[2, 4, 5, 8]",42.585759716734685,762,4
590,['SQUAD'],Uniform,"[2, 4, 5, 9]",40.620194972877286,762,4
591,['SQUAD'],Uniform,"[2, 4, 5, 10]",40.044429163688186,762,4
592,['SQUAD'],Uniform,"[2, 4, 5, 11]",61.56607501875949,762,4
593,['SQUAD'],Uniform,"[2, 4, 6, 7]",40.94278513845834,762,4
594,['SQUAD'],Uniform,"[2, 4, 6, 8]",36.24844211598253,762,4
595,['SQUAD'],Uniform,"[2, 4, 6, 9]",34.82923083512067,762,4
596,['SQUAD'],Uniform,"[2, 4, 6, 11]",49.03372214062375,762,4
597,['SQUAD'],Uniform,"[2, 4, 7, 8]",34.9248654575516,762,4
598,['SQUAD'],Uniform,"[2, 4, 7, 9]",32.7322438779314,762,4
599,['SQUAD'],Uniform,"[2, 4, 7, 10]",31.85216474803161,762,4
600,['SQUAD'],Uniform,"[2, 4, 8, 10]",29.60740706055205,762,4
601,['SQUAD'],Uniform,"[2, 4, 8, 11]",38.58030484298472,762,4
602,['SQUAD'],Uniform,"[2, 4, 9, 10]",30.81729408987327,762,4
603,['SQUAD'],Uniform,"[2, 4, 9, 11]",38.7463217082873,762,4
604,['SQUAD'],Uniform,"[2, 4, 10, 11]",41.98339445235198,762,4
605,['SQUAD'],Uniform,"[2, 5, 6, 7]",45.62440070320598,762,4
606,['SQUAD'],Uniform,"[2, 5, 6, 8]",39.220505327686006,762,4
607,['SQUAD'],Uniform,"[2, 5, 6, 9]",37.87334405022856,762,4
608,['SQUAD'],Uniform,"[2, 5, 6, 10]",37.19619263601802,762,4
609,['SQUAD'],Uniform,"[2, 5, 6, 11]",53.769474893680965,762,4
610,['SQUAD'],Uniform,"[2, 5, 7, 8]",37.75280905671587,762,4
611,['SQUAD'],Uniform,"[2, 5, 7, 9]",34.74944679862457,762,4
612,['SQUAD'],Uniform,"[2, 5, 7, 11]",47.43198540522271,762,4
613,['SQUAD'],Uniform,"[2, 5, 8, 9]",32.87579188576251,762,4
614,['SQUAD'],Uniform,"[2, 5, 8, 10]",32.39095722380201,762,4
615,['SQUAD'],Uniform,"[2, 5, 8, 11]",43.55968267771427,762,4
616,['SQUAD'],Uniform,"[2, 5, 9, 10]",33.053413301887524,762,4
617,['SQUAD'],Uniform,"[2, 5, 9, 11]",42.04789590149852,762,4
618,['SQUAD'],Uniform,"[2, 5, 10, 11]",46.66440072733759,762,4
619,['SQUAD'],Uniform,"[2, 6, 7, 8]",37.769869750683874,762,4
620,['SQUAD'],Uniform,"[2, 6, 7, 9]",34.71553663324817,762,4
621,['SQUAD'],Uniform,"[2, 6, 7, 10]",34.00253690872297,762,4
622,['SQUAD'],Uniform,"[2, 6, 7, 11]",44.66684613559625,762,4
623,['SQUAD'],Uniform,"[2, 6, 8, 9]",30.8528761066548,762,4
624,['SQUAD'],Uniform,"[2, 6, 8, 10]",30.59632307683922,762,4
625,['SQUAD'],Uniform,"[2, 6, 8, 11]",38.18024551541535,762,4
626,['SQUAD'],Uniform,"[2, 6, 9, 11]",37.49842939793182,762,4
627,['SQUAD'],Uniform,"[2, 6, 10, 11]",41.55699263560051,762,4
628,['SQUAD'],Uniform,"[2, 7, 8, 9]",33.90522414397871,762,4
629,['SQUAD'],Uniform,"[2, 7, 8, 10]",32.28862478721856,762,4
630,['SQUAD'],Uniform,"[2, 7, 8, 11]",40.17773085800637,762,4
631,['SQUAD'],Uniform,"[2, 7, 9, 10]",33.62928653046408,762,4
632,['SQUAD'],Uniform,"[2, 7, 9, 11]",39.103914314530414,762,4
633,['SQUAD'],Uniform,"[2, 7, 10, 11]",42.18031366528191,762,4
634,['SQUAD'],Uniform,"[2, 8, 9, 11]",35.82654497368137,762,4
635,['SQUAD'],Uniform,"[2, 8, 10, 11]",37.88337738555941,762,4
636,['SQUAD'],Uniform,"[2, 9, 10, 11]",44.92917351463923,762,4
637,['SQUAD'],Uniform,"[3, 4, 5, 6]",53.52572514288401,762,4
638,['SQUAD'],Uniform,"[3, 4, 5, 7]",45.7873998878221,762,4
639,['SQUAD'],Uniform,"[3, 4, 5, 9]",42.95545057963037,762,4
640,['SQUAD'],Uniform,"[3, 4, 5, 10]",41.71147663347154,762,4
641,['SQUAD'],Uniform,"[3, 4, 5, 11]",62.29066772365552,762,4
642,['SQUAD'],Uniform,"[3, 4, 6, 7]",41.68636365427409,762,4
643,['SQUAD'],Uniform,"[3, 4, 6, 8]",37.28269655789894,762,4
644,['SQUAD'],Uniform,"[3, 4, 6, 9]",35.465025384710664,762,4
645,['SQUAD'],Uniform,"[3, 4, 6, 10]",35.22341544384193,762,4
646,['SQUAD'],Uniform,"[3, 4, 6, 11]",49.227418653748046,762,4
647,['SQUAD'],Uniform,"[3, 4, 7, 8]",37.05891754379834,762,4
648,['SQUAD'],Uniform,"[3, 4, 7, 9]",34.42131599468683,762,4
649,['SQUAD'],Uniform,"[3, 4, 8, 9]",32.33166333382238,762,4
650,['SQUAD'],Uniform,"[3, 4, 8, 10]",31.577152108594586,762,4
651,['SQUAD'],Uniform,"[3, 4, 8, 11]",40.81374637798313,762,4
652,['SQUAD'],Uniform,"[3, 4, 9, 10]",32.24487474482617,762,4
653,['SQUAD'],Uniform,"[3, 4, 9, 11]",40.19218834687366,762,4
654,['SQUAD'],Uniform,"[3, 4, 10, 11]",44.002216489044734,762,4
655,['SQUAD'],Uniform,"[3, 5, 6, 7]",45.014210360438646,762,4
656,['SQUAD'],Uniform,"[3, 5, 6, 8]",39.14154179045922,762,4
657,['SQUAD'],Uniform,"[3, 5, 6, 9]",37.58786758894825,762,4
658,['SQUAD'],Uniform,"[3, 5, 6, 11]",51.0426365852636,762,4
659,['SQUAD'],Uniform,"[3, 5, 7, 8]",37.5672793669948,762,4
660,['SQUAD'],Uniform,"[3, 5, 7, 9]",35.44825359815458,762,4
661,['SQUAD'],Uniform,"[3, 5, 7, 11]",47.582005439888725,762,4
662,['SQUAD'],Uniform,"[3, 5, 8, 9]",34.564540705394414,762,4
663,['SQUAD'],Uniform,"[3, 5, 8, 11]",44.1838845149756,762,4
664,['SQUAD'],Uniform,"[3, 5, 9, 11]",43.36406693609754,762,4
665,['SQUAD'],Uniform,"[3, 5, 10, 11]",47.48176964641366,762,4
666,['SQUAD'],Uniform,"[3, 6, 7, 8]",37.11073880963309,762,4
667,['SQUAD'],Uniform,"[3, 6, 7, 9]",34.83212902926428,762,4
668,['SQUAD'],Uniform,"[3, 6, 7, 10]",33.97874356525983,762,4
669,['SQUAD'],Uniform,"[3, 6, 7, 11]",44.10234041656842,762,4
670,['SQUAD'],Uniform,"[3, 6, 8, 9]",32.040079704825594,762,4
671,['SQUAD'],Uniform,"[3, 6, 8, 10]",31.428362592383777,762,4
